Project ID with serial,Number of turbines,Breakpoint between base and topping (percent),Turbine rating MW,Crane breakdown fraction,Labor cost multiplier,Hub height m,Base crane choice,Offload crane choice,Top crane choice,Base total cost,Offload total cost,Top total cost,Base wind multiplier,Offload wind multiplier,Top wind multiplier,Base operation time all turbines (hours),Offload operation time all turbines (hours),Top operation time all turbines (hours)
Baseline 2.5MW 117m RD 120m HH_2110,60.0,0.2916666666666667,2.5,0.25,0.5,120,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,1303446.0,226013.0,5667750.0,1.22,1.0,1.59,525.0,129.0,1651.0
Baseline 2.5MW 117m RD 120m HH_2111,80.0,0.2916666666666667,2.5,0.25,0.5,120,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,1685904.0,287488.0,7344493.0,1.22,1.0,1.59,700.0,172.0,2201.0
Baseline 2.5MW 117m RD 120m HH_2112,160.0,0.2916666666666667,2.5,0.25,0.5,120,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,3209843.0,534975.0,14047746.0,1.22,1.0,1.59,1401.0,343.0,4403.0
Baseline 2.5MW 117m RD 120m HH_2113,400.0,0.2916666666666667,2.5,0.25,0.5,120,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,7785591.0,1279029.0,34159984.0,1.22,1.0,1.59,3502.0,858.0,11007.0
Baseline 2.5MW 117m RD 120m HH_2114,8.0,0.0,2.5,0.5,0.5,120,,LB 75 Hydraulic,LR1500/2 HSL7DHS,,65226.0,1657798.0,,1.0,1.54,,17.0,344.0
Baseline 2.5MW 117m RD 120m HH_2115,20.0,0.2916666666666667,2.5,0.5,0.5,120,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,868463.0,101474.0,3198562.0,1.22,1.0,1.59,325.0,43.0,840.0
Baseline 2.5MW 117m RD 120m HH_2116,40.0,0.2916666666666667,2.5,0.5,0.5,120,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,1574961.0,164539.0,5758365.0,1.22,1.0,1.59,650.0,86.0,1681.0
Baseline 2.5MW 117m RD 120m HH_2117,60.0,0.2916666666666667,2.5,0.5,0.5,120,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,2283424.0,226013.0,8316927.0,1.22,1.0,1.59,975.0,129.0,2521.0
Baseline 2.5MW 117m RD 120m HH_2118,80.0,0.2916666666666667,2.5,0.5,0.5,120,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,2991887.0,287488.0,10876730.0,1.22,1.0,1.59,1300.0,172.0,3361.0
Baseline 2.5MW 117m RD 120m HH_2119,160.0,0.2916666666666667,2.5,0.5,0.5,120,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,5823774.0,534975.0,21113460.0,1.22,1.0,1.59,2601.0,343.0,6723.0
Baseline 2.5MW 117m RD 120m HH_2120,400.0,0.2916666666666667,2.5,0.5,0.5,120,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,14317470.0,1279029.0,51822410.0,1.22,1.0,1.59,6502.0,858.0,16807.0
Baseline 2.5MW 117m RD 120m HH_2121,8.0,0.0,2.5,0.75,0.5,120,,LB 75 Hydraulic,LR1500/2 HSL7DHS,,65226.0,2000884.0,,1.0,1.54,,17.0,460.0
Baseline 2.5MW 117m RD 120m HH_2122,20.0,0.2916666666666667,2.5,0.75,0.5,120,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,1194467.0,101474.0,4082862.0,1.22,1.0,1.59,475.0,43.0,1130.0
Baseline 2.5MW 117m RD 120m HH_2123,40.0,0.2916666666666667,2.5,0.75,0.5,120,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,2228935.0,164539.0,7524484.0,1.22,1.0,1.59,950.0,86.0,2261.0
Baseline 2.5MW 117m RD 120m HH_2124,60.0,0.2916666666666667,2.5,0.75,0.5,120,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,3263402.0,226013.0,10967346.0,1.22,1.0,1.59,1425.0,129.0,3391.0
Baseline 2.5MW 117m RD 120m HH_2125,80.0,0.2916666666666667,2.5,0.75,0.5,120,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,4297870.0,287488.0,14408967.0,1.22,1.0,1.59,1900.0,172.0,4521.0
Baseline 2.5MW 117m RD 120m HH_2126,160.0,0.2916666666666667,2.5,0.75,0.5,120,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,8435740.0,534975.0,28173389.0,1.22,1.0,1.59,3801.0,343.0,8683.0
Baseline 2.5MW 117m RD 120m HH_2127,400.0,0.2916666666666667,2.5,0.75,0.5,120,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,20849349.0,1279029.0,69414075.0,1.22,1.0,1.59,9502.0,858.0,21707.0
Baseline 2.5MW 117m RD 120m HH_2128,8.0,0.0,2.5,1.0,0.5,120,,LB 75 Hydraulic,LR1500/2 HSL7DHS,,65226.0,2343969.0,,1.0,1.54,,17.0,576.0
Baseline 2.5MW 117m RD 120m HH_2129,20.0,0.2916666666666667,2.5,1.0,0.5,120,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,1520472.0,101474.0,4965921.0,1.22,1.0,1.59,625.0,43.0,1420.0
Baseline 2.5MW 117m RD 120m HH_2130,40.0,0.2916666666666667,2.5,1.0,0.5,120,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,2882909.0,164539.0,9290602.0,1.22,1.0,1.59,1250.0,86.0,2841.0
Baseline 2.5MW 117m RD 120m HH_2131,60.0,0.2916666666666667,2.5,1.0,0.5,120,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,4243381.0,226013.0,13602105.0,1.22,1.0,1.59,1875.0,129.0,4081.0
Baseline 2.5MW 117m RD 120m HH_2132,80.0,0.2916666666666667,2.5,1.0,0.5,120,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,5603853.0,287488.0,17909474.0,1.22,1.0,1.59,2500.0,172.0,5441.0
Baseline 2.5MW 117m RD 120m HH_2133,160.0,0.2916666666666667,2.5,1.0,0.5,120,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,11049670.0,534975.0,35138947.0,1.22,1.0,1.59,5001.0,343.0,10883.0
Baseline 2.5MW 117m RD 120m HH_2134,400.0,0.2916666666666667,2.5,1.0,0.5,120,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,27383194.0,1279029.0,86828571.0,1.22,1.0,1.59,12502.0,858.0,27207.0
Baseline 2.5MW 117m RD 120m HH_2135,8.0,0.0,2.5,0.0,0.75,120,,LB 75 Hydraulic,LR1500/2 HSL7DHS,,75283.0,1041525.0,,1.0,1.54,,17.0,112.0
Baseline 2.5MW 117m RD 120m HH_2136,20.0,0.2916666666666667,2.5,0.0,0.75,120,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),236280.0,125898.0,1582666.0,1.22,1.0,1.59,25.0,43.0,220.0
Baseline 2.5MW 117m RD 120m HH_2137,40.0,0.2916666666666667,2.5,0.0,0.75,120,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),312559.0,214105.0,2395332.0,1.22,1.0,1.59,50.0,86.0,441.0
Baseline 2.5MW 117m RD 120m HH_2138,60.0,0.2916666666666667,2.5,0.0,0.75,120,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),388839.0,300003.0,3207997.0,1.22,1.0,1.59,75.0,129.0,661.0
Baseline 2.5MW 117m RD 120m HH_2139,80.0,0.2916666666666667,2.5,0.0,0.75,120,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),465118.0,385900.0,4020663.0,1.22,1.0,1.59,100.0,172.0,881.0
Baseline 2.5MW 117m RD 120m HH_2140,160.0,0.2916666666666667,2.5,0.0,0.75,120,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),773102.0,731801.0,7271326.0,1.22,1.0,1.59,201.0,343.0,1763.0
Baseline 2.5MW 117m RD 120m HH_2141,400.0,0.2916666666666667,2.5,0.0,0.75,120,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),1688457.0,1771812.0,17023316.0,1.22,1.0,1.59,502.0,858.0,4407.0
Baseline 2.5MW 117m RD 120m HH_2142,8.0,0.0,2.5,0.25,0.75,120,,LB 75 Hydraulic,LR1500/2 HSL7DHS,,75283.0,1457028.0,,1.0,1.54,,17.0,228.0
Baseline 2.5MW 117m RD 120m HH_2143,20.0,0.2916666666666667,2.5,0.25,0.75,120,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,692662.0,125898.0,2668933.0,1.22,1.0,1.59,175.0,43.0,550.0
Baseline 2.5MW 117m RD 120m HH_2144,40.0,0.2916666666666667,2.5,0.25,0.75,120,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,1228189.0,214105.0,4699611.0,1.22,1.0,1.59,350.0,86.0,1101.0
Baseline 2.5MW 117m RD 120m HH_2145,60.0,0.2916666666666667,2.5,0.25,0.75,120,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,1760851.0,300003.0,6728545.0,1.22,1.0,1.59,525.0,129.0,1651.0
Baseline 2.5MW 117m RD 120m HH_2146,80.0,0.2916666666666667,2.5,0.25,0.75,120,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,2296378.0,385900.0,8759223.0,1.22,1.0,1.59,700.0,172.0,2201.0
Baseline 2.5MW 117m RD 120m HH_2147,160.0,0.2916666666666667,2.5,0.25,0.75,120,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,4429890.0,731801.0,16876701.0,1.22,1.0,1.59,1401.0,343.0,4403.0
Baseline 2.5MW 117m RD 120m HH_2148,400.0,0.2916666666666667,2.5,0.25,0.75,120,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,10836158.0,1771812.0,41232624.0,1.22,1.0,1.59,3502.0,858.0,11007.0
Baseline 2.5MW 117m RD 120m HH_2149,8.0,0.0,2.5,0.5,0.75,120,,LB 75 Hydraulic,LR1500/2 HSL7DHS,,75283.0,1872532.0,,1.0,1.54,,17.0,344.0
Baseline 2.5MW 117m RD 120m HH_2150,20.0,0.2916666666666667,2.5,0.5,0.75,120,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,1151909.0,125898.0,3738303.0,1.22,1.0,1.59,325.0,43.0,840.0
Baseline 2.5MW 117m RD 120m HH_2151,40.0,0.2916666666666667,2.5,0.5,0.75,120,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,2140953.0,214105.0,6838351.0,1.22,1.0,1.59,650.0,86.0,1681.0
Baseline 2.5MW 117m RD 120m HH_2152,60.0,0.2916666666666667,2.5,0.5,0.75,120,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,3132863.0,300003.0,9936654.0,1.22,1.0,1.59,975.0,129.0,2521.0
Baseline 2.5MW 117m RD 120m HH_2153,80.0,0.2916666666666667,2.5,0.5,0.75,120,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,4124772.0,385900.0,13026811.0,1.22,1.0,1.59,1300.0,172.0,3241.0
Baseline 2.5MW 117m RD 120m HH_2154,160.0,0.2916666666666667,2.5,0.5,0.75,120,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,8089543.0,731801.0,25373622.0,1.22,1.0,1.59,2601.0,343.0,6483.0
Baseline 2.5MW 117m RD 120m HH_2155,400.0,0.2916666666666667,2.5,0.5,0.75,120,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,19980994.0,1771812.0,62412348.0,1.22,1.0,1.59,6502.0,858.0,16207.0
Baseline 2.5MW 117m RD 120m HH_2156,8.0,0.0,2.5,0.75,0.75,120,,LB 75 Hydraulic,LR1500/2 HSL7DHS,,75283.0,2288035.0,,1.0,1.54,,17.0,460.0
Baseline 2.5MW 117m RD 120m HH_2157,20.0,0.2916666666666667,2.5,0.75,0.75,120,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,1608291.0,125898.0,4809418.0,1.22,1.0,1.59,475.0,43.0,1130.0
Baseline 2.5MW 117m RD 120m HH_2158,40.0,0.2916666666666667,2.5,0.75,0.75,120,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,3056583.0,214105.0,8948574.0,1.22,1.0,1.59,950.0,86.0,2171.0
Baseline 2.5MW 117m RD 120m HH_2159,60.0,0.2916666666666667,2.5,0.75,0.75,120,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,4504874.0,300003.0,13082007.0,1.22,1.0,1.59,1425.0,129.0,3256.0
Baseline 2.5MW 117m RD 120m HH_2160,80.0,0.2916666666666667,2.5,0.75,0.75,120,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,5953166.0,385900.0,17217147.0,1.22,1.0,1.59,1900.0,172.0,4341.0
Baseline 2.5MW 117m RD 120m HH_2161,160.0,0.2916666666666667,2.5,0.75,0.75,120,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,11746332.0,731801.0,33752588.0,1.22,1.0,1.59,3801.0,343.0,8683.0
Baseline 2.5MW 117m RD 120m HH_2162,400.0,0.2916666666666667,2.5,0.75,0.75,120,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,29125829.0,1771812.0,83362323.0,1.22,1.0,1.59,9502.0,858.0,21707.0
Baseline 2.5MW 117m RD 120m HH_2163,8.0,0.0,2.5,1.0,0.75,120,,LB 75 Hydraulic,LR1500/2 HSL7DHS,,75283.0,2703539.0,,1.0,1.54,,17.0,576.0
Baseline 2.5MW 117m RD 120m HH_2164,20.0,0.2916666666666667,2.5,1.0,0.75,120,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,2064674.0,125898.0,5861444.0,1.22,1.0,1.59,625.0,43.0,1360.0
Baseline 2.5MW 117m RD 120m HH_2165,40.0,0.2916666666666667,2.5,1.0,0.75,120,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,3972213.0,214105.0,11042888.0,1.22,1.0,1.59,1250.0,86.0,2721.0
Baseline 2.5MW 117m RD 120m HH_2166,60.0,0.2916666666666667,2.5,1.0,0.75,120,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,5876886.0,300003.0,16224333.0,1.22,1.0,1.59,1875.0,129.0,4081.0
Baseline 2.5MW 117m RD 120m HH_2167,80.0,0.2916666666666667,2.5,1.0,0.75,120,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,7781560.0,385900.0,21405777.0,1.22,1.0,1.59,2500.0,172.0,5441.0
Baseline 2.5MW 117m RD 120m HH_2168,160.0,0.2916666666666667,2.5,1.0,0.75,120,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,15405985.0,731801.0,42131554.0,1.22,1.0,1.59,5001.0,343.0,10883.0
Baseline 2.5MW 117m RD 120m HH_2169,400.0,0.2916666666666667,2.5,1.0,0.75,120,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,38273530.0,1771812.0,104310591.0,1.22,1.0,1.59,12502.0,858.0,27207.0
Baseline 2.5MW 117m RD 120m HH_2170,8.0,0.0,2.5,0.0,1.0,120,,LB 75 Hydraulic,LR1500/2 HSL7DHS,,85340.0,1111422.0,,1.0,1.54,,17.0,112.0
Baseline 2.5MW 117m RD 120m HH_2171,20.0,0.2916666666666667,2.5,0.0,1.0,120,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),258070.0,150321.0,1724261.0,1.22,1.0,1.59,25.0,43.0,220.0
Baseline 2.5MW 117m RD 120m HH_2172,40.0,0.2916666666666667,2.5,0.0,1.0,120,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),356140.0,263672.0,2678523.0,1.22,1.0,1.59,50.0,86.0,441.0
Baseline 2.5MW 117m RD 120m HH_2173,60.0,0.2916666666666667,2.5,0.0,1.0,120,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),454210.0,373992.0,3632784.0,1.22,1.0,1.59,75.0,129.0,661.0
Baseline 2.5MW 117m RD 120m HH_2174,80.0,0.2916666666666667,2.5,0.0,1.0,120,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),552281.0,484313.0,4587046.0,1.22,1.0,1.59,100.0,172.0,881.0
Baseline 2.5MW 117m RD 120m HH_2175,160.0,0.2916666666666667,2.5,0.0,1.0,120,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),948326.0,928626.0,8404091.0,1.22,1.0,1.59,201.0,343.0,1763.0
Baseline 2.5MW 117m RD 120m HH_2176,400.0,0.2916666666666667,2.5,0.0,1.0,120,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),2125168.0,2264596.0,19855228.0,1.22,1.0,1.59,502.0,858.0,4407.0
Baseline 2.5MW 117m RD 120m HH_2177,8.0,0.0,2.5,0.25,1.0,120,,LB 75 Hydraulic,LR1500/2 HSL7DHS,,85340.0,1599344.0,,1.0,1.54,,17.0,228.0
Baseline 2.5MW 117m RD 120m HH_2178,20.0,0.2916666666666667,2.5,0.25,1.0,120,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,844830.0,150321.0,3022364.0,1.22,1.0,1.59,175.0,43.0,550.0
Baseline 2.5MW 117m RD 120m HH_2179,40.0,0.2916666666666667,2.5,0.25,1.0,120,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,1533426.0,263672.0,5406976.0,1.22,1.0,1.59,350.0,86.0,1101.0
Baseline 2.5MW 117m RD 120m HH_2180,60.0,0.2916666666666667,2.5,0.25,1.0,120,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,2218256.0,373992.0,7789340.0,1.22,1.0,1.59,525.0,129.0,1651.0
Baseline 2.5MW 117m RD 120m HH_2181,80.0,0.2916666666666667,2.5,0.25,1.0,120,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,2906851.0,484313.0,10173952.0,1.22,1.0,1.59,700.0,172.0,2201.0
Baseline 2.5MW 117m RD 120m HH_2182,160.0,0.2916666666666667,2.5,0.25,1.0,120,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,5649937.0,928626.0,19705656.0,1.22,1.0,1.59,1401.0,343.0,4403.0
Baseline 2.5MW 117m RD 120m HH_2183,400.0,0.2916666666666667,2.5,0.25,1.0,120,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,13886725.0,2264596.0,48305264.0,1.22,1.0,1.59,3502.0,858.0,11007.0
Baseline 2.5MW 117m RD 120m HH_2184,8.0,0.0,2.5,0.5,1.0,120,,LB 75 Hydraulic,LR1500/2 HSL7DHS,,85340.0,2087265.0,,1.0,1.54,,17.0,344.0
Baseline 2.5MW 117m RD 120m HH_2185,20.0,0.2916666666666667,2.5,0.5,1.0,120,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,1435355.0,150321.0,4278044.0,1.22,1.0,1.59,325.0,43.0,840.0
Baseline 2.5MW 117m RD 120m HH_2186,40.0,0.2916666666666667,2.5,0.5,1.0,120,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,2706946.0,263672.0,7893748.0,1.22,1.0,1.59,650.0,86.0,1621.0
Baseline 2.5MW 117m RD 120m HH_2187,60.0,0.2916666666666667,2.5,0.5,1.0,120,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,3982301.0,373992.0,11501727.0,1.22,1.0,1.59,975.0,129.0,2431.0
Baseline 2.5MW 117m RD 120m HH_2188,80.0,0.2916666666666667,2.5,0.5,1.0,120,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,5257656.0,484313.0,15109706.0,1.22,1.0,1.59,1300.0,172.0,3241.0
Baseline 2.5MW 117m RD 120m HH_2189,160.0,0.2916666666666667,2.5,0.5,1.0,120,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,10355313.0,928626.0,29539413.0,1.22,1.0,1.59,2601.0,343.0,6483.0
Baseline 2.5MW 117m RD 120m HH_2190,400.0,0.2916666666666667,2.5,0.5,1.0,120,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,25644517.0,2264596.0,72826320.0,1.22,1.0,1.59,6502.0,858.0,16207.0
Baseline 2.5MW 117m RD 120m HH_2191,8.0,0.0,2.5,0.75,1.0,120,,LB 75 Hydraulic,LR1500/2 HSL7DHS,,85340.0,2575187.0,,1.0,1.54,,17.0,460.0
Baseline 2.5MW 117m RD 120m HH_2192,20.0,0.2916666666666667,2.5,0.75,1.0,120,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,2022115.0,150321.0,5510644.0,1.22,1.0,1.59,475.0,43.0,1085.0
Baseline 2.5MW 117m RD 120m HH_2193,40.0,0.2916666666666667,2.5,0.75,1.0,120,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,3884231.0,263672.0,10343499.0,1.22,1.0,1.59,950.0,86.0,2171.0
Baseline 2.5MW 117m RD 120m HH_2194,60.0,0.2916666666666667,2.5,0.75,1.0,120,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,5746346.0,373992.0,15174143.0,1.22,1.0,1.59,1425.0,129.0,3256.0
Baseline 2.5MW 117m RD 120m HH_2195,80.0,0.2916666666666667,2.5,0.75,1.0,120,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,7608462.0,484313.0,20006999.0,1.22,1.0,1.59,1900.0,172.0,4341.0
Baseline 2.5MW 117m RD 120m HH_2196,160.0,0.2916666666666667,2.5,0.75,1.0,120,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,15056924.0,928626.0,39331786.0,1.22,1.0,1.59,3801.0,343.0,8683.0
Baseline 2.5MW 117m RD 120m HH_2197,400.0,0.2916666666666667,2.5,0.75,1.0,120,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,37402310.0,2264596.0,97310571.0,1.22,1.0,1.59,9502.0,858.0,21707.0
Baseline 2.5MW 117m RD 120m HH_2198,8.0,0.0,2.5,1.0,1.0,120,,LB 75 Hydraulic,LR1500/2 HSL7DHS,,85340.0,3063109.0,,1.0,1.54,,17.0,576.0
Baseline 2.5MW 117m RD 120m HH_2199,20.0,0.2916666666666667,2.5,1.0,1.0,120,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,2608876.0,150321.0,6735520.0,1.22,1.0,1.59,625.0,43.0,1360.0
Baseline 2.5MW 117m RD 120m HH_2200,40.0,0.2916666666666667,2.5,1.0,1.0,120,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,5061516.0,263672.0,12791040.0,1.22,1.0,1.59,1250.0,86.0,2721.0
Baseline 2.5MW 117m RD 120m HH_2201,60.0,0.2916666666666667,2.5,1.0,1.0,120,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,7510392.0,373992.0,18846560.0,1.22,1.0,1.59,1875.0,129.0,4081.0
Baseline 2.5MW 117m RD 120m HH_2202,80.0,0.2916666666666667,2.5,1.0,1.0,120,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,9959267.0,484313.0,24902080.0,1.22,1.0,1.59,2500.0,172.0,5441.0
Baseline 2.5MW 117m RD 120m HH_2203,160.0,0.2916666666666667,2.5,1.0,1.0,120,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,19762300.0,928626.0,49124160.0,1.22,1.0,1.59,5001.0,343.0,10883.0
Baseline 2.5MW 117m RD 120m HH_2204,400.0,0.2916666666666667,2.5,1.0,1.0,120,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,49163867.0,2264596.0,121792611.0,1.22,1.0,1.59,12502.0,858.0,27207.0
Baseline 2.5MW 117m RD 120m HH_2205,8.0,0.0,2.5,0.0,1.5,120,,LB 75 Hydraulic,LR1500/2 HSL7DHS,,105455.0,1251215.0,,1.0,1.54,,17.0,112.0
Baseline 2.5MW 117m RD 120m HH_2206,20.0,0.2916666666666667,2.5,0.0,1.5,120,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),301651.0,199167.0,2007453.0,1.22,1.0,1.59,25.0,43.0,220.0
Baseline 2.5MW 117m RD 120m HH_2207,40.0,0.2916666666666667,2.5,0.0,1.5,120,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),443302.0,362804.0,3244905.0,1.22,1.0,1.59,50.0,86.0,441.0
Baseline 2.5MW 117m RD 120m HH_2208,60.0,0.2916666666666667,2.5,0.0,1.5,120,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),584954.0,521971.0,4482358.0,1.22,1.0,1.59,75.0,129.0,661.0
Baseline 2.5MW 117m RD 120m HH_2209,80.0,0.2916666666666667,2.5,0.0,1.5,120,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),726605.0,681138.0,5719810.0,1.22,1.0,1.59,100.0,172.0,881.0
Baseline 2.5MW 117m RD 120m HH_2210,160.0,0.2916666666666667,2.5,0.0,1.5,120,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),1298775.0,1322277.0,10669620.0,1.22,1.0,1.59,201.0,343.0,1763.0
Baseline 2.5MW 117m RD 120m HH_2211,400.0,0.2916666666666667,2.5,0.0,1.5,120,LR1600/2 SL3F,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),2771584.0,3250162.0,25519051.0,1.22,1.0,1.59,502.0,858.0,4407.0
Baseline 2.5MW 117m RD 120m HH_2212,8.0,0.0,2.5,0.25,1.5,120,,LB 75 Hydraulic,LR1500/2 HSL7DHS,,105455.0,1883974.0,,1.0,1.54,,17.0,228.0
Baseline 2.5MW 117m RD 120m HH_2213,20.0,0.2916666666666667,2.5,0.25,1.5,120,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,1149167.0,199167.0,3729225.0,1.22,1.0,1.59,175.0,43.0,550.0
Baseline 2.5MW 117m RD 120m HH_2214,40.0,0.2916666666666667,2.5,0.25,1.5,120,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,2143899.0,362804.0,6821706.0,1.22,1.0,1.59,350.0,86.0,1101.0
Baseline 2.5MW 117m RD 120m HH_2215,60.0,0.2916666666666667,2.5,0.25,1.5,120,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,3133066.0,521971.0,9893219.0,1.22,1.0,1.59,525.0,129.0,1606.0
